Date,Timestamp,Parameter,Value
2025-07-20,2025-07-20 07:00:00,CDT,358.0
2025-07-20,2025-07-20 08:00:00,CDT,345.0
2025-07-20,2025-07-20 09:00:00,CDT,354.0
2025-07-20,2025-07-20 10:00:00,CDT,350.0
2025-07-20,2025-07-20 11:00:00,CDT,359.0
2025-07-20,2025-07-20 12:00:00,CDT,358.0
2025-07-20,2025-07-20 13:00:00,CDT,364.0
2025-07-20,2025-07-20 14:00:00,CDT,364.0
2025-07-20,2025-07-20 15:00:00,CDT,363.0
2025-07-20,2025-07-20 16:00:00,CDT,351.0
2025-07-20,2025-07-20 17:00:00,CDT,356.0
2025-07-20,2025-07-20 18:00:00,CDT,356.0
2025-07-20,2025-07-20 19:00:00,CDT,344.0
2025-07-20,2025-07-20 20:00:00,CDT,360.0
2025-07-20,2025-07-20 21:00:00,CDT,359.0
2025-07-20,2025-07-20 22:00:00,CDT,352.0
2025-07-20,2025-07-20 23:00:00,CDT,341.0
2025-07-21,2025-07-21 00:00:00,CDT,341.0
2025-07-21,2025-07-21 01:00:00,CDT,334.0
2025-07-21,2025-07-21 02:00:00,CDT,330.0
2025-07-21,2025-07-21 03:00:00,CDT,339.0
2025-07-21,2025-07-21 04:00:00,CDT,335.0
2025-07-21,2025-07-21 05:00:00,CDT,358.0
2025-07-21,2025-07-21 06:00:00,CDT,357.0
2025-07-21,2025-07-21 07:00:00,CDT,357.0
2025-07-21,2025-07-21 08:00:00,CDT,348.0
2025-07-21,2025-07-21 09:00:00,CDT,349.0
2025-07-21,2025-07-21 10:00:00,CDT,356.0
2025-07-21,2025-07-21 11:00:00,CDT,346.0
2025-07-21,2025-07-21 12:00:00,CDT,358.0
2025-07-21,2025-07-21 13:00:00,CDT,358.0
2025-07-21,2025-07-21 14:00:00,CDT,358.0
2025-07-21,2025-07-21 15:00:00,CDT,356.0
2025-07-21,2025-07-21 16:00:00,CDT,359.0
2025-07-21,2025-07-21 17:00:00,CDT,355.0
2025-07-21,2025-07-21 18:00:00,CDT,344.0
2025-07-21,2025-07-21 19:00:00,CDT,358.0
2025-07-21,2025-07-21 20:00:00,CDT,358.0
2025-07-21,2025-07-21 21:00:00,CDT,358.0
2025-07-21,2025-07-21 22:00:00,CDT,340.0
2025-07-21,2025-07-21 23:00:00,CDT,334.0
2025-07-22,2025-07-22 00:00:00,CDT,346.0
2025-07-22,2025-07-22 01:00:00,CDT,664.0
2025-07-22,2025-07-22 02:00:00,CDT,662.0
2025-07-22,2025-07-22 03:00:00,CDT,629.0
2025-07-22,2025-07-22 04:00:00,CDT,327.0
2025-07-22,2025-07-22 05:00:00,CDT,326.0
2025-07-22,2025-07-22 06:00:00,CDT,333.0
2025-07-22,2025-07-22 07:00:00,CDT,332.0
2025-07-22,2025-07-22 08:00:00,CDT,334.0
2025-07-22,2025-07-22 09:00:00,CDT,344.0
2025-07-22,2025-07-22 10:00:00,CDT,357.0
2025-07-22,2025-07-22 11:00:00,CDT,351.0
2025-07-22,2025-07-22 12:00:00,CDT,361.0
2025-07-22,2025-07-22 13:00:00,CDT,347.0
2025-07-22,2025-07-22 14:00:00,CDT,362.0
2025-07-22,2025-07-22 15:00:00,CDT,352.0
2025-07-22,2025-07-22 16:00:00,CDT,356.0
2025-07-22,2025-07-22 17:00:00,CDT,361.0
2025-07-22,2025-07-22 18:00:00,CDT,360.0
2025-07-22,2025-07-22 19:00:00,CDT,359.0
2025-07-22,2025-07-22 20:00:00,CDT,358.0
2025-07-22,2025-07-22 21:00:00,CDT,356.0
2025-07-22,2025-07-22 22:00:00,CDT,359.0
2025-07-22,2025-07-22 23:00:00,CDT,345.0
2025-07-03,2025-07-03 00:00:00,CIP,128.6
2025-07-03,2025-07-03 01:00:00,CIP,124.2
2025-07-03,2025-07-03 02:00:00,CIP,123.3
2025-07-03,2025-07-03 03:00:00,CIP,123.3
2025-07-03,2025-07-03 17:00:00,CIP,101.2
2025-07-03,2025-07-03 18:00:00,CIP,115.2
2025-07-03,2025-07-03 19:00:00,CIP,123.3
2025-07-03,2025-07-03 20:00:00,CIP,110.2
2025-07-03,2025-07-03 21:00:00,CIP,111.6
2025-07-03,2025-07-03 22:00:00,CIP,121.3
2025-07-03,2025-07-03 23:00:00,CIP,152.8
2025-07-04,2025-07-04 00:00:00,CIP,134.8
2025-07-04,2025-07-04 01:00:00,CIP,118.5
2025-07-04,2025-07-04 02:00:00,CIP,121.0
2025-07-04,2025-07-04 03:00:00,CIP,122.2
2025-07-04,2025-07-04 04:00:00,CIP,127.6
2025-07-04,2025-07-04 05:00:00,CIP,143.2
2025-07-04,2025-07-04 06:00:00,CIP,144.6
2025-07-04,2025-07-04 07:00:00,CIP,129.0
2025-07-04,2025-07-04 08:00:00,CIP,131.0
2025-07-04,2025-07-04 09:00:00,CIP,4106.0
2025-07-04,2025-07-04 10:00:00,CIP,87.2
2025-07-04,2025-07-04 11:00:00,CIP,94.0
2025-07-04,2025-07-04 12:00:00,CIP,88.6
2025-07-04,2025-07-04 13:00:00,CIP,85.7
2025-07-04,2025-07-04 14:00:00,CIP,84.8
2025-07-04,2025-07-04 15:00:00,CIP,108.4
2025-07-04,2025-07-04 16:00:00,CIP,108.6
2025-07-04,2025-07-04 17:00:00,CIP,91.8
2025-07-04,2025-07-04 18:00:00,CIP,92.7
2025-07-04,2025-07-04 19:00:00,CIP,97.0
2025-07-04,2025-07-04 20:00:00,CIP,103.3
2025-07-04,2025-07-04 21:00:00,CIP,104.0
2025-07-04,2025-07-04 22:00:00,CIP,97.1
2025-07-04,2025-07-04 23:00:00,CIP,95.1
2025-07-05,2025-07-05 00:00:00,CIP,104.6
2025-07-05,2025-07-05 01:00:00,CIP,1132.1
2025-07-05,2025-07-05 02:00:00,CIP,133.7
2025-07-05,2025-07-05 03:00:00,CIP,130.0
2025-07-05,2025-07-05 04:00:00,CIP,125.8
2025-07-05,2025-07-05 05:00:00,CIP,135.3
2025-07-05,2025-07-05 06:00:00,CIP,135.2
2025-07-05,2025-07-05 07:00:00,CIP,138.0
2025-07-05,2025-07-05 08:00:00,CIP,135.0
2025-07-05,2025-07-05 09:00:00,CIP,99.5
2025-07-05,2025-07-05 10:00:00,CIP,88.0
2025-07-05,2025-07-05 11:00:00,CIP,93.9
2025-07-05,2025-07-05 12:00:00,CIP,96.5
2025-07-05,2025-07-05 13:00:00,CIP,88.8
2025-07-05,2025-07-05 14:00:00,CIP,83.0
2025-07-05,2025-07-05 15:00:00,CIP,93.2
2025-07-05,2025-07-05 16:00:00,CIP,107.8
2025-07-05,2025-07-05 17:00:00,CIP,101.5
2025-07-05,2025-07-05 18:00:00,CIP,99.2
2025-07-05,2025-07-05 19:00:00,CIP,94.4
2025-07-05,2025-07-05 20:00:00,CIP,111.1
2025-07-05,2025-07-05 21:00:00,CIP,111.7
2025-07-05,2025-07-05 22:00:00,CIP,114.9
2025-07-05,2025-07-05 23:00:00,CIP,118.5
2025-07-06,2025-07-06 00:00:00,CIP,118.1
2025-07-06,2025-07-06 01:00:00,CIP,142.3
2025-07-06,2025-07-06 02:00:00,CIP,139.1
2025-07-06,2025-07-06 03:00:00,CIP,134.1
2025-07-06,2025-07-06 04:00:00,CIP,133.3
2025-07-06,2025-07-06 05:00:00,CIP,137.3
2025-07-06,2025-07-06 06:00:00,CIP,138.8
2025-07-06,2025-07-06 07:00:00,CIP,136.6
2025-07-06,2025-07-06 08:00:00,CIP,124.7
2025-07-06,2025-07-06 09:00:00,CIP,111.2
2025-07-06,2025-07-06 10:00:00,CIP,83.8
2025-07-06,2025-07-06 11:00:00,CIP,89.1
2025-07-06,2025-07-06 12:00:00,CIP,93.7
2025-07-06,2025-07-06 13:00:00,CIP,99.1
2025-07-06,2025-07-06 14:00:00,CIP,97.0
2025-07-06,2025-07-06 15:00:00,CIP,89.6
2025-07-06,2025-07-06 16:00:00,CIP,75.21
2025-07-06,2025-07-06 17:00:00,CIP,94.2
2025-07-06,2025-07-06 18:00:00,CIP,94.9
2025-07-06,2025-07-06 19:00:00,CIP,99.0
2025-07-06,2025-07-06 20:00:00,CIP,95.9
2025-07-06,2025-07-06 21:00:00,CIP,105.3
2025-07-06,2025-07-06 22:00:00,CIP,97.8
2025-07-06,2025-07-06 23:00:00,CIP,108.0
2025-07-07,2025-07-07 00:00:00,CIP,113.1
2025-07-07,2025-07-07 01:00:00,CIP,140.2
2025-07-07,2025-07-07 02:00:00,CIP,127.9
2025-07-07,2025-07-07 03:00:00,CIP,121.6
2025-07-07,2025-07-07 04:00:00,CIP,127.7
2025-07-07,2025-07-07 05:00:00,CIP,132.1
2025-07-07,2025-07-07 06:00:00,CIP,143.3
2025-07-07,2025-07-07 07:00:00,CIP,135.1
2025-07-07,2025-07-07 08:00:00,CIP,132.5
2025-07-07,2025-07-07 09:00:00,CIP,182.2
2025-07-07,2025-07-07 10:00:00,CIP,96.2
2025-07-07,2025-07-07 11:00:00,CIP,97.2
2025-07-07,2025-07-07 12:00:00,CIP,110.2
2025-07-07,2025-07-07 13:00:00,CIP,87.2
2025-07-07,2025-07-07 14:00:00,CIP,84.4
2025-07-07,2025-07-07 15:00:00,CIP,96.7
2025-07-07,2025-07-07 16:00:00,CIP,93.3
2025-07-07,2025-07-07 17:00:00,CIP,86.6
2025-07-07,2025-07-07 18:00:00,CIP,127.9
2025-07-07,2025-07-07 19:00:00,CIP,133.0
2025-07-07,2025-07-07 20:00:00,CIP,139.0
2025-07-07,2025-07-07 21:00:00,CIP,137.9
2025-07-07,2025-07-07 22:00:00,CIP,137.9
2025-07-07,2025-07-07 23:00:00,CIP,142.1
2025-07-08,2025-07-08 00:00:00,CIP,141.5
2025-07-08,2025-07-08 01:00:00,CIP,141.3
2025-07-08,2025-07-08 02:00:00,CIP,141.3
2025-07-08,2025-07-08 03:00:00,CIP,144.8
2025-07-08,2025-07-08 04:00:00,CIP,143.3
2025-07-08,2025-07-08 05:00:00,CIP,149.6
2025-07-08,2025-07-08 06:00:00,CIP,148.8
2025-07-08,2025-07-08 07:00:00,CIP,144.4
2025-07-08,2025-07-08 08:00:00,CIP,139.1
2025-07-08,2025-07-08 09:00:00,CIP,129.8
2025-07-08,2025-07-08 10:00:00,CIP,98.1
2025-07-08,2025-07-08 11:00:00,CIP,97.5
2025-07-08,2025-07-08 12:00:00,CIP,96.5
2025-07-08,2025-07-08 13:00:00,CIP,95.4
2025-07-08,2025-07-08 14:00:00,CIP,96.4
2025-07-08,2025-07-08 15:00:00,CIP,113.0
2025-07-08,2025-07-08 16:00:00,CIP,126.5
2025-07-08,2025-07-08 17:00:00,CIP,115.1
2025-07-08,2025-07-08 18:00:00,CIP,128.0
2025-07-08,2025-07-08 19:00:00,CIP,139.5
2025-07-08,2025-07-08 20:00:00,CIP,140.5
2025-07-08,2025-07-08 21:00:00,CIP,125.8
2025-07-08,2025-07-08 22:00:00,CIP,119.9
2025-07-08,2025-07-08 23:00:00,CIP,124.9
2025-07-09,2025-07-09 00:00:00,CIP,123.8
2025-07-09,2025-07-09 01:00:00,CIP,134.1
2025-07-09,2025-07-09 02:00:00,CIP,131.4
2025-07-09,2025-07-09 03:00:00,CIP,122.8
2025-07-09,2025-07-09 04:00:00,CIP,120.7
2025-07-09,2025-07-09 05:00:00,CIP,129.9
2025-07-09,2025-07-09 06:00:00,CIP,128.6
2025-07-09,2025-07-09 07:00:00,CIP,143.6
2025-07-09,2025-07-09 08:00:00,CIP,129.3
2025-07-09,2025-07-09 09:00:00,CIP,113.4
2025-07-09,2025-07-09 10:00:00,CIP,193.5
2025-07-09,2025-07-09 11:00:00,CIP,96.8
2025-07-09,2025-07-09 12:00:00,CIP,89.4
2025-07-09,2025-07-09 13:00:00,CIP,85.9
2025-07-09,2025-07-09 14:00:00,CIP,91.1
2025-07-09,2025-07-09 15:00:00,CIP,79.1
2025-07-09,2025-07-09 16:00:00,CIP,88.0
2025-07-09,2025-07-09 17:00:00,CIP,92.6
2025-07-09,2025-07-09 18:00:00,CIP,119.2
2025-07-09,2025-07-09 19:00:00,CIP,134.4
2025-07-09,2025-07-09 20:00:00,CIP,138.0
2025-07-09,2025-07-09 21:00:00,CIP,138.0
2025-07-09,2025-07-09 22:00:00,CIP,142.8
2025-07-09,2025-07-09 23:00:00,CIP,141.9
2025-07-10,2025-07-10 00:00:00,CIP,141.3
2025-07-10,2025-07-10 01:00:00,CIP,141.2
2025-07-10,2025-07-10 02:00:00,CIP,142.1
2025-07-10,2025-07-10 03:00:00,CIP,142.1
2025-07-10,2025-07-10 04:00:00,CIP,150.1
2025-07-10,2025-07-10 05:00:00,CIP,153.4
2025-07-12,2025-07-12 10:00:00,CIP,65.8
2025-07-12,2025-07-12 11:00:00,CIP,80.3
2025-07-12,2025-07-12 12:00:00,CIP,79.1
2025-07-12,2025-07-12 13:00:00,CIP,61.6
2025-07-12,2025-07-12 14:00:00,CIP,79.8
2025-07-12,2025-07-12 15:00:00,CIP,79.9
2025-07-12,2025-07-12 16:00:00,CIP,75.5
2025-07-12,2025-07-12 17:00:00,CIP,81.4
2025-07-12,2025-07-12 18:00:00,CIP,82.6
2025-07-12,2025-07-12 19:00:00,CIP,85.5
2025-07-12,2025-07-12 20:00:00,CIP,90.6
2025-07-12,2025-07-12 21:00:00,CIP,96.8
2025-07-12,2025-07-12 22:00:00,CIP,95.9
2025-07-12,2025-07-12 23:00:00,CIP,94.7
2025-07-18,2025-07-18 14:00:00,CIP,81.3
2025-07-18,2025-07-18 15:00:00,CIP,79.5
2025-07-18,2025-07-18 16:00:00,CIP,82.4
2025-07-18,2025-07-18 17:00:00,CIP,82.5
2025-07-18,2025-07-18 18:00:00,CIP,81.0
2025-07-18,2025-07-18 19:00:00,CIP,92.0
2025-07-18,2025-07-18 20:00:00,CIP,97.3
2025-07-18,2025-07-18 21:00:00,CIP,98.0
2025-07-18,2025-07-18 22:00:00,CIP,94.8
2025-07-18,2025-07-18 23:00:00,CIP,100.3
2025-07-19,2025-07-19 00:00:00,CIP,98.0
2025-07-19,2025-07-19 01:00:00,CIP,62.1
2025-07-19,2025-07-19 02:00:00,CIP,104.2
2025-07-19,2025-07-19 03:00:00,CIP,100.4
2025-07-19,2025-07-19 04:00:00,CIP,106.3
2025-07-19,2025-07-19 05:00:00,CIP,118.9
2025-07-19,2025-07-19 06:00:00,CIP,125.4
2025-07-19,2025-07-19 07:00:00,CIP,118.8
2025-07-19,2025-07-19 08:00:00,CIP,123.1
2025-07-19,2025-07-19 09:00:00,CIP,95.0
2025-07-19,2025-07-19 10:00:00,CIP,85.8
2025-07-19,2025-07-19 11:00:00,CIP,80.0
2025-07-19,2025-07-19 12:00:00,CIP,85.6
2025-07-19,2025-07-19 13:00:00,CIP,82.2
2025-07-19,2025-07-19 14:00:00,CIP,86.2
2025-07-19,2025-07-19 15:00:00,CIP,86.2
2025-07-19,2025-07-19 16:00:00,CIP,87.3
2025-07-19,2025-07-19 17:00:00,CIP,86.2
2025-07-19,2025-07-19 18:00:00,CIP,75.4
2025-07-19,2025-07-19 19:00:00,CIP,88.4
2025-07-19,2025-07-19 20:00:00,CIP,96.8
2025-07-19,2025-07-19 21:00:00,CIP,100.5
2025-07-19,2025-07-19 22:00:00,CIP,90.7
2025-07-19,2025-07-19 23:00:00,CIP,85.3
2025-07-20,2025-07-20 00:00:00,CIP,94.5
2025-07-20,2025-07-20 01:00:00,CIP,84.8
2025-07-20,2025-07-20 02:00:00,CIP,93.5
2025-07-20,2025-07-20 03:00:00,CIP,100.4
2025-07-20,2025-07-20 04:00:00,CIP,111.1
2025-07-20,2025-07-20 05:00:00,CIP,120.1
2025-07-20,2025-07-20 06:00:00,CIP,122.7
2025-07-20,2025-07-20 07:00:00,CIP,132.7
2025-07-20,2025-07-20 08:00:00,CIP,123.7
2025-07-20,2025-07-20 09:00:00,CIP,100.3
2025-07-20,2025-07-20 10:00:00,CIP,100.2
2025-07-20,2025-07-20 11:00:00,CIP,105.2
2025-07-20,2025-07-20 12:00:00,CIP,85.7
2025-07-20,2025-07-20 13:00:00,CIP,84.7
2025-07-20,2025-07-20 14:00:00,CIP,87.2
2025-07-20,2025-07-20 15:00:00,CIP,88.0
2025-07-20,2025-07-20 16:00:00,CIP,86.4
2025-07-20,2025-07-20 17:00:00,CIP,86.3
2025-07-20,2025-07-20 18:00:00,CIP,9.3
2025-07-20,2025-07-20 19:00:00,CIP,85.0
2025-07-20,2025-07-20 20:00:00,CIP,98.9
2025-07-20,2025-07-20 21:00:00,CIP,102.4
2025-07-20,2025-07-20 22:00:00,CIP,102.6
2025-07-20,2025-07-20 23:00:00,CIP,97.9
2025-07-21,2025-07-21 00:00:00,CIP,100.9
2025-07-21,2025-07-21 01:00:00,CIP,93.2
2025-07-21,2025-07-21 02:00:00,CIP,91.6
2025-07-21,2025-07-21 03:00:00,CIP,103.8
2025-07-21,2025-07-21 04:00:00,CIP,102.5
2025-07-21,2025-07-21 05:00:00,CIP,118.9
2025-07-21,2025-07-21 06:00:00,CIP,118.6
2025-07-21,2025-07-21 07:00:00,CIP,122.4
2025-07-21,2025-07-21 08:00:00,CIP,130.1
2025-07-21,2025-07-21 09:00:00,CIP,123.5
2025-07-21,2025-07-21 10:00:00,CIP,124.8
2025-07-21,2025-07-21 11:00:00,CIP,120.7
2025-07-21,2025-07-21 12:00:00,CIP,131.2
2025-07-21,2025-07-21 13:00:00,CIP,130.6
2025-07-21,2025-07-21 14:00:00,CIP,119.6
2025-07-21,2025-07-21 15:00:00,CIP,117.2
2025-07-21,2025-07-21 16:00:00,CIP,110.7
2025-07-21,2025-07-21 17:00:00,CIP,110.1
2025-07-21,2025-07-21 18:00:00,CIP,101.3
2025-07-21,2025-07-21 19:00:00,CIP,111.0
2025-07-21,2025-07-21 20:00:00,CIP,113.1
2025-07-21,2025-07-21 21:00:00,CIP,121.3
2025-07-21,2025-07-21 22:00:00,CIP,120.9
2025-07-21,2025-07-21 23:00:00,CIP,118.4
2025-07-22,2025-07-22 00:00:00,CIP,127.4
2025-07-22,2025-07-22 01:00:00,CIP,117.4
2025-07-22,2025-07-22 02:00:00,CIP,125.4
2025-07-22,2025-07-22 03:00:00,CIP,135.8
2025-07-22,2025-07-22 04:00:00,CIP,133.4
2025-07-22,2025-07-22 05:00:00,CIP,134.0
2025-07-22,2025-07-22 06:00:00,CIP,135.6
2025-07-22,2025-07-22 07:00:00,CIP,132.6
2025-07-22,2025-07-22 08:00:00,CIP,127.9
2025-07-22,2025-07-22 09:00:00,CIP,113.0
2025-07-22,2025-07-22 10:00:00,CIP,114.5
2025-07-22,2025-07-22 11:00:00,CIP,117.4
2025-07-22,2025-07-22 12:00:00,CIP,103.5
2025-07-22,2025-07-22 13:00:00,CIP,92.4
2025-07-22,2025-07-22 14:00:00,CIP,95.5
2025-07-22,2025-07-22 15:00:00,CIP,86.0
2025-07-22,2025-07-22 16:00:00,CIP,92.7
2025-07-22,2025-07-22 17:00:00,CIP,92.5
2025-07-22,2025-07-22 18:00:00,CIP,93.2
2025-07-22,2025-07-22 19:00:00,CIP,101.6
2025-07-22,2025-07-22 20:00:00,CIP,108.5
2025-07-22,2025-07-22 21:00:00,CIP,105.2
2025-07-22,2025-07-22 22:00:00,CIP,110.4
2025-07-22,2025-07-22 23:00:00,CIP,115.4
2025-07-03,2025-07-03 00:00:00,CIT,24.0
2025-07-03,2025-07-03 01:00:00,CIT,24.0
2025-07-03,2025-07-03 02:00:00,CIT,24.0
2025-07-03,2025-07-03 03:00:00,CIT,24.0
2025-07-03,2025-07-03 17:00:00,CIT,25.0
2025-07-03,2025-07-03 18:00:00,CIT,25.0
2025-07-03,2025-07-03 19:00:00,CIT,25.0
2025-07-03,2025-07-03 20:00:00,CIT,25.0
2025-07-03,2025-07-03 21:00:00,CIT,25.0
2025-07-03,2025-07-03 22:00:00,CIT,25.0
2025-07-03,2025-07-03 23:00:00,CIT,25.0
2025-07-04,2025-07-04 00:00:00,CIT,24.0
2025-07-04,2025-07-04 01:00:00,CIT,24.0
2025-07-04,2025-07-04 02:00:00,CIT,24.0
2025-07-04,2025-07-04 03:00:00,CIT,24.0
2025-07-04,2025-07-04 04:00:00,CIT,23.0
2025-07-04,2025-07-04 06:00:00,CIT,23.0
2025-07-04,2025-07-04 07:00:00,CIT,23.0
2025-07-04,2025-07-04 08:00:00,CIT,24.0
2025-07-04,2025-07-04 09:00:00,CIT,24.0
2025-07-04,2025-07-04 10:00:00,CIT,24.0
2025-07-04,2025-07-04 11:00:00,CIT,25.0
2025-07-04,2025-07-04 12:00:00,CIT,25.0
2025-07-04,2025-07-04 13:00:00,CIT,26.0
2025-07-04,2025-07-04 14:00:00,CIT,27.0
2025-07-04,2025-07-04 15:00:00,CIT,28.0
2025-07-04,2025-07-04 16:00:00,CIT,26.0
2025-07-04,2025-07-04 17:00:00,CIT,26.0
2025-07-04,2025-07-04 18:00:00,CIT,27.0
2025-07-04,2025-07-04 19:00:00,CIT,27.0
2025-07-04,2025-07-04 20:00:00,CIT,26.0
2025-07-04,2025-07-04 21:00:00,CIT,26.0
2025-07-04,2025-07-04 22:00:00,CIT,25.0
2025-07-04,2025-07-04 23:00:00,CIT,26.0
2025-07-05,2025-07-05 00:00:00,CIT,25.0
2025-07-05,2025-07-05 01:00:00,CIT,25.0
2025-07-05,2025-07-05 02:00:00,CIT,24.0
2025-07-05,2025-07-05 03:00:00,CIT,24.0
2025-07-05,2025-07-05 04:00:00,CIT,24.0
2025-07-05,2025-07-05 05:00:00,CIT,24.0
2025-07-05,2025-07-05 06:00:00,CIT,24.0
2025-07-05,2025-07-05 07:00:00,CIT,24.0
2025-07-05,2025-07-05 08:00:00,CIT,24.0
2025-07-05,2025-07-05 09:00:00,CIT,26.0
2025-07-05,2025-07-05 10:00:00,CIT,27.0
2025-07-05,2025-07-05 11:00:00,CIT,28.0
2025-07-05,2025-07-05 12:00:00,CIT,29.0
2025-07-05,2025-07-05 13:00:00,CIT,30.0
2025-07-05,2025-07-05 14:00:00,CIT,30.0
2025-07-05,2025-07-05 15:00:00,CIT,29.0
2025-07-05,2025-07-05 16:00:00,CIT,26.0
2025-07-05,2025-07-05 17:00:00,CIT,26.0
2025-07-05,2025-07-05 18:00:00,CIT,27.0
2025-07-05,2025-07-05 19:00:00,CIT,25.0
2025-07-05,2025-07-05 20:00:00,CIT,25.0
2025-07-05,2025-07-05 21:00:00,CIT,25.0
2025-07-05,2025-07-05 22:00:00,CIT,25.0
2025-07-05,2025-07-05 23:00:00,CIT,25.0
2025-07-06,2025-07-06 00:00:00,CIT,24.0
2025-07-06,2025-07-06 01:00:00,CIT,24.0
2025-07-06,2025-07-06 02:00:00,CIT,24.0
2025-07-06,2025-07-06 03:00:00,CIT,24.0
2025-07-06,2025-07-06 04:00:00,CIT,24.0
2025-07-06,2025-07-06 05:00:00,CIT,24.0
2025-07-06,2025-07-06 06:00:00,CIT,24.0
2025-07-06,2025-07-06 07:00:00,CIT,25.0
2025-07-06,2025-07-06 08:00:00,CIT,25.0
2025-07-06,2025-07-06 09:00:00,CIT,26.0
2025-07-06,2025-07-06 10:00:00,CIT,26.0
2025-07-06,2025-07-06 11:00:00,CIT,28.0
2025-07-06,2025-07-06 12:00:00,CIT,27.0
2025-07-06,2025-07-06 13:00:00,CIT,29.0
2025-07-06,2025-07-06 14:00:00,CIT,31.0
2025-07-06,2025-07-06 15:00:00,CIT,29.0
2025-07-06,2025-07-06 16:00:00,CIT,28.0
2025-07-06,2025-07-06 17:00:00,CIT,27.0
2025-07-06,2025-07-06 18:00:00,CIT,27.0
2025-07-06,2025-07-06 19:00:00,CIT,26.0
2025-07-06,2025-07-06 20:00:00,CIT,26.0
2025-07-06,2025-07-06 21:00:00,CIT,25.0
2025-07-06,2025-07-06 22:00:00,CIT,26.0
2025-07-06,2025-07-06 23:00:00,CIT,25.0
2025-07-07,2025-07-07 00:00:00,CIT,25.0
2025-07-07,2025-07-07 01:00:00,CIT,24.0
2025-07-07,2025-07-07 02:00:00,CIT,24.0
2025-07-07,2025-07-07 03:00:00,CIT,24.0
2025-07-07,2025-07-07 04:00:00,CIT,24.0
2025-07-07,2025-07-07 05:00:00,CIT,24.0
2025-07-07,2025-07-07 06:00:00,CIT,24.0
2025-07-07,2025-07-07 07:00:00,CIT,24.0
2025-07-07,2025-07-07 08:00:00,CIT,24.0
2025-07-07,2025-07-07 09:00:00,CIT,26.0
2025-07-07,2025-07-07 10:00:00,CIT,27.0
2025-07-07,2025-07-07 11:00:00,CIT,27.0
2025-07-07,2025-07-07 12:00:00,CIT,28.0
2025-07-07,2025-07-07 13:00:00,CIT,28.0
2025-07-07,2025-07-07 14:00:00,CIT,28.0
2025-07-07,2025-07-07 15:00:00,CIT,28.0
2025-07-07,2025-07-07 16:00:00,CIT,25.0
2025-07-07,2025-07-07 17:00:00,CIT,24.0
2025-07-07,2025-07-07 18:00:00,CIT,24.0
2025-07-07,2025-07-07 19:00:00,CIT,24.0
2025-07-07,2025-07-07 20:00:00,CIT,24.0
2025-07-07,2025-07-07 21:00:00,CIT,24.0
2025-07-07,2025-07-07 22:00:00,CIT,25.0
2025-07-07,2025-07-07 23:00:00,CIT,24.0
2025-07-08,2025-07-08 00:00:00,CIT,24.0
2025-07-08,2025-07-08 01:00:00,CIT,24.0
2025-07-08,2025-07-08 02:00:00,CIT,24.0
2025-07-08,2025-07-08 03:00:00,CIT,24.0
2025-07-08,2025-07-08 04:00:00,CIT,24.0
2025-07-08,2025-07-08 05:00:00,CIT,24.0
2025-07-08,2025-07-08 06:00:00,CIT,24.0
2025-07-08,2025-07-08 07:00:00,CIT,24.0
2025-07-08,2025-07-08 08:00:00,CIT,24.0
2025-07-08,2025-07-08 09:00:00,CIT,25.0
2025-07-08,2025-07-08 10:00:00,CIT,26.0
2025-07-08,2025-07-08 11:00:00,CIT,26.0
2025-07-08,2025-07-08 12:00:00,CIT,26.0
2025-07-08,2025-07-08 13:00:00,CIT,30.0
2025-07-08,2025-07-08 14:00:00,CIT,29.0
2025-07-08,2025-07-08 15:00:00,CIT,25.0
2025-07-08,2025-07-08 16:00:00,CIT,25.0
2025-07-08,2025-07-08 17:00:00,CIT,25.0
2025-07-08,2025-07-08 18:00:00,CIT,25.0
2025-07-08,2025-07-08 19:00:00,CIT,25.0
2025-07-08,2025-07-08 20:00:00,CIT,25.0
2025-07-08,2025-07-08 21:00:00,CIT,24.0
2025-07-08,2025-07-08 22:00:00,CIT,25.0
2025-07-08,2025-07-08 23:00:00,CIT,25.0
2025-07-09,2025-07-09 00:00:00,CIT,24.0
2025-07-09,2025-07-09 01:00:00,CIT,24.0
2025-07-09,2025-07-09 02:00:00,CIT,24.0
2025-07-09,2025-07-09 03:00:00,CIT,24.0
2025-07-09,2025-07-09 04:00:00,CIT,24.0
2025-07-09,2025-07-09 05:00:00,CIT,24.0
2025-07-09,2025-07-09 06:00:00,CIT,24.0
2025-07-09,2025-07-09 07:00:00,CIT,24.0
2025-07-09,2025-07-09 08:00:00,CIT,24.0
2025-07-09,2025-07-09 09:00:00,CIT,25.0
2025-07-09,2025-07-09 10:00:00,CIT,26.0
2025-07-09,2025-07-09 11:00:00,CIT,27.0
2025-07-09,2025-07-09 12:00:00,CIT,30.0
2025-07-09,2025-07-09 13:00:00,CIT,30.0
2025-07-09,2025-07-09 14:00:00,CIT,30.0
2025-07-09,2025-07-09 15:00:00,CIT,31.0
2025-07-09,2025-07-09 16:00:00,CIT,28.0
2025-07-09,2025-07-09 17:00:00,CIT,25.0
2025-07-09,2025-07-09 18:00:00,CIT,24.0
2025-07-09,2025-07-09 19:00:00,CIT,24.0
2025-07-09,2025-07-09 20:00:00,CIT,24.0
2025-07-09,2025-07-09 21:00:00,CIT,24.0
2025-07-09,2025-07-09 22:00:00,CIT,24.0
